428	4846573	923	371
429	4851975	2126	494
430	4863587	30088	578
431	5000923	835	326
432	5005699	1100	312
433	5012057	295	136
434	5013895	5	5
435	5013937	23831	1588
436	5131004	312	133
437	5132974	2424	854
438	5146667	238	100
439	5148131	252	137
440	5149664	17	15
441	5149788	220	95
442	5151169	578	191
443	5154638	587	269
444	5158150	9	5
445	5158217	921	298
446	5163341	150	86
447	5164304	115	71
448	5165058	78	49
449	5165577	386	171
450	5167969	93	32
451	5168508	13	7
452	5168604	198	124
453	5169928	949	432
454	5175525	65	27
455	5175951	37	28
456	5176203	14841	1216
457	5246166	1075	264
458	5252081	4179	1379
459	5275907	2446	752
460	5289964	1021	460
461	5295912	128	69
462	5296731	1232	512
463	5304037	219	71
464	5305374	362	146
465	5307578	14	11
466	5307682	12	10
467	5307771	480	203
468	5310576	5090	921
469	5337119	10	9
470	5337199	986	320
471	5343064	1596	571
472	5351909	1924	950
473	5362582	2291	978
474	5375322	3057	1015
475	5392263	117	73
476	5393071	3433	865
477	5411528	43	34
478	5411826	2851	731
479	5427178	52	37
480	5427555	2951	778
481	5443536	83	49
482	5444095	2595	652
483	5458133	48	41
484	5458479	60	43
485	5458912	2219	650
486	5471150	44	36
487	5471479	2554	686
488	5485455	66	43
489	5485921	2946	707
490	5501677	84	54
491	5502259	57	44
492	5502684	3443	847
493	5521130	113	70
494	5521884	77	58
495	5522428	85	46
496	5523032	113	64
497	5523792	77	50
498	5524335	89	62
499	5524961	70	46
500	5525465	68	48
501	5525924	62	36
502	5526334	113	59
503	5527108	82	58
504	5527686	4697	1140
505	5553678	603	274
506	5557456	140	82
507	5558350	130	58
508	5559210	25	20
509	5559369	1122	554
510	5566118	367	334
511	5568472	2650	941
512	5583693	368	202
513	5585943	266	176
514	5587640	684	194
515	5591608	952	312
516	5597189	376	242
517	5599646	109	81
518	5600357	194	107
519	5601564	984	346
520	5607375	680	332
521	5611478	1470	441
522	5619684	3207	1010
523	5637680	847	454
524	5642952	888	501
525	5648107	848	432
526	5653077	1840	121
527	5661005	1010	445
528	5666927	2036	337
529	5678305	3005	690
530	5694817	459	142
531	5697532	637	200
532	5701240	1169	517
533	5707988	1153	313
534	5714633	168	100
535	5715773	2446	639
536	5729466	4904	1263
537	5755585	717	340
538	5760059	1003	423
539	5766098	100	75
540	5766756	920	412
541	5772408	1560	616
542	5781686	4117	987
543	5804438	452	191
544	5807184	98	75
545	5807804	444	201
546	5810611	269	145
547	5812246	3171	1084
548	5830193	447	217
549	5832950	1142	620
550	5839355	3502	1079
551	5859110	2360	191
552	5870735	1613	577
553	5879444	1501	646
554	5887982	515	286
555	5891080	2905	1145
556	5907266	6157	895
557	5939930	68	25
558	5940354	2919	613
559	5956056	354	140
560	5958168	223	144
561	5959573	80	50
562	5960111	2011	749
563	5971828	804	505
564	5976767	69	53
565	5977252	1842	605
566	5987342	105	74
567	5987999	3192	926
568	6005839	89	32
569	6006365	14	10
570	6006462	112	46
571	6007158	98	69
572	6007820	10	8
573	6007898	22	17
574	6008064	191	129
575	6009243	8	4
576	6009299	391	164
577	6011555	1607	730
578	6020842	53	47
579	6021228	1988	742
580	6032929	183	77
581	6034026	3065	1141
582	6051280	57	35
583	6051675	226	141
584	6053068	715	305
585	6057038	340	220
586	6059248	44	22
587	6059531	7	7
588	6059587	2474	802
589	6073501	1587	75
590	6080281	100	72
591	6080966	116	73
592	6081678	160	109
593	6082743	409	276
594	6085311	4894	1143
595	6112056	290	67
596	6113681	6641	726
597	6145652	539	189
598	6148761	3514	690
599	6167677	2179	509
600	6179752	48	38
601	6180120	2219	448
602	6191291	2632	807
603	6205865	364	185
604	6208186	2412	483
605	6220906	908	239
606	6225823	182	94
607	6226948	610	152
608	6230264	549	293
609	6233731	1020	454
610	6239785	77	36
611	6240264	10	8
612	6240337	337	144
613	6242452	1665	221
614	6250325	730	373
615	6254644	1268	404
616	6261876	328	207
617	6263856	58	33
618	6264242	45	24
619	6264535	88	45
620	6265105	13	7
621	6265187	147	62
622	6266162	1116	575
623	6272818	1003	432
624	6278879	46	39
625	6279207	324	179
626	6281252	839	387
627	6286437	34	22
628	6286682	111	46
629	6287356	959	337
630	6292953	1112	604
631	6299483	165	57
632	6300458	407	219
633	6303017	852	280
634	6307825	58	31
635	6308191	1369	605
636	6316501	109	84
637	6317257	38	33
638	6317550	2494	847
639	6331502	4646	680
640	6353143	1547	613
641	6361984	1769	557
642	6371663	1860	574
643	6382110	2023	640
644	6393446	984	240
645	6399070	1561	614
646	6408235	383	178
647	6410468	146	68
648	6411341	723	140
649	6415338	1546	573
650	6424418	30	20
651	6424638	1940	260
652	6434409	83	50
653	6434986	1048	375
654	6441132	2298	492
655	6453400	2368	425
656	6465962	3266	709
657	6483670	389	123
658	6485910	3407	326
659	6502677	42	26
660	6502991	17	16
661	6503123	390	148
662	6505449	2270	869
663	6518176	1310	611
664	6525983	326	231
665	6528115	196	93
666	6529402	359	113
667	6531507	174	74
668	6532499	774	282
669	6537198	10319	886
670	6584729	1593	870
671	6593661	76	38
672	6594133	294	89
673	6595771	389	206
674	6598155	1233	469
675	6605395	1764	600
676	6615364	31	27
677	6615589	347	221
678	6617739	629	243
679	6621397	1101	223
680	6627339	1830	687
681	6637555	7	7
682	6637613	338	143
683	6639673	344	145
684	6641676	119	71
685	6642448	800	263
686	6646957	958	536
687	6652806	1167	429
688	6659588	135	67
689	6660474	469	246
690	6663246	358	162
691	6665498	142	84
692	6666404	245	153
693	6667976	237	172
694	6669510	1638	590
695	6678831	36	31
696	6679091	17	17
697	6679220	73	49
698	6679719	86	33
699	6680272	255366	183
700	7703269	4760	1216
701	7729146	53	43
702	7729528	307	136
703	7731432	1159	551
704	7738501	48	34
705	7738835	1943	915
706	7750196	49	28
707	7750523	44	8
708	7750765	206	156
709	7752101	5	5
710	7752141	35	13
711	7752376	625	329
712	7756236	391	217
713	7758687	145	108
714	7759646	426	81
715	7762022	1329	521
716	7769807	1017	501
717	7776071	108	76
718	7776795	24	14
719	7776969	155	102
720	7777989	173	116
721	7779103	63	50
722	7779539	118	23
723	7780242	5	5
724	7780283	123	71
725	7781081	13	13
726	7781180	9	9
727	7781254	89	16
728	7781759	6	5
729	7781806	1407	643
730	7789954	4	4
731	7789988	880	232
732	7795077	49	34
733	7795425	91	51
734	7796028	88	60
735	7796640	4	4
736	7796674	12	11
737	7796775	1159	394
738	7803528	82	75
739	7804076	16	15
740	7804198	66	10
741	7804600	108	8
742	7805234	111	45
743	7805828	90	34
744	7806390	16	13
745	7806506	7	7
746	7806563	647	378
747	7810524	129	67
748	7811389	53	40
749	7811740	291	205
750	7813603	241	55
751	7814990	3387	631
752	7832456	46	23
753	7832757	113	13
754	7833430	1031	507
755	7839738	174	111
756	7840842	483	88
757	7843406	421	119
758	7845834	348	178
759	7848079	474	166
760	7850902	191	86
761	7852117	11	9
762	7852203	33	15
763	7852425	72	11
764	7852847	5	5
765	7852890	4	4
766	7852924	210	112
767	7854254	124	80
768	7855039	238	65
769	7856461	701	409
770	7860642	2544	624
771	7873905	303	185
772	7875753	671	264
773	7879680	1821	473
774	7889776	784	325
775	7894173	791	115
776	7898495	1544	628
777	7907582	99	46
778	7908214	214	129
779	7909580	58	36
780	7909958	11185	1423
781	7964636	1143	358
782	7971160	3755	738
783	7991933	3496	1183
784	8011335	2026	791
785	8023016	305	84
786	8024886	70	41
787	8025367	74	39
788	8025846	1622	507
789	8034496	304	102
790	8036396	9	9
791	8036471	95	48
792	8037084	28	21
793	8037290	142	74
794	8038223	28	28
795	8038436	215	112
796	8039784	428	240
797	8042524	1801	698
798	8052801	7352	745
799	8089117	3	3
800	8089142	3428	819
801	8107055	1449	611
802	8115591	2	2
803	8115607	3345	584
804	8132225	82	74
805	8132822	170	97
806	8133924	1594	509
807	8142118	473	294
808	8145139	11057	499
809	8194106	1524	669
810	8202850	24	21
811	8203032	5	5
812	8203076	1399	455
813	8210971	1089	452
814	8217554	2502	819
815	8231762	1516	594
816	8240673	1474	475
817	8249130	1137	428
818	8255614	339	218
819	8257772	528	198
820	8260746	53	26
821	8261095	1324	475
822	8268857	3704	429
823	8288415	802	399
824	8293356	71	48
825	8293824	737	274
826	8298024	151	70
827	8298966	408	225
828	8301474	4829	1039
829	8326647	290	182
830	8328455	198	121
831	8329749	130	26
832	8330425	670	352
833	8334468	446	230
834	8337274	1770	730
835	8347938	86	67
836	8348489	42	28
837	8348789	184	77
838	8349941	223	159
839	8351431	218	58
840	8352646	6627	1413
841	8387562	8791	643
842	8431163	32	10
843	8431355	3	3
844	8431381	2	2
845	8431397	281	127
846	8433155	1327	745
847	8440995	83	39
848	8441550	3579	911
849	8461578	1140	192
850	8467708	26	16
851	8467889	206	145
852	8469227	175	41
853	8470237	228	93
854	8471524	294	195
855	8473400	342	162
856	8475478	784	328
857	8480266	447	201
858	8483028	568	266
859	8486408	301	114
860	8488137	202	112
861	8489461	418	94
862	8491988	1287	573
863	8499714	133	74
864	8500582	59	48
865	8500975	1296	403
866	8508482	11586	887
867	8561913	807	228
868	8566167	397	211
869	8568592	457	222
870	8571482	892	572
871	8576938	25	22
872	8577130	14276	563
873	8645167	893	381
874	8650526	368	236
875	8652803	21	15
876	8652949	50	31
877	8653297	13	12
878	8653405	96	59
879	8654054	504	159
880	8657029	198	99
881	8658173	7	7
882	8658231	24	24
883	8658400	1658	671
884	8667887	273	216
885	8669647	25	25
886	8669827	1223	702
887	8676595	5507	1012
888	8705160	5638	1010
889	8733870	51	32
890	8734206	56	32
891	8734595	868	236
892	8739690	1064	280
893	8745524	577	327
894	8748938	387	264
895	8751339	126	68
896	8752141	168	80
897	8753174	1294	178
898	8760383	4370	1179
899	8784355	1065	382
900	8790217	2031	643
901	8801456	3208	1012
902	8818899	1822	706
903	8829071	1452	641
904	8837329	1057	483
905	8843453	1840	114
906	8851320	163	123
907	8852409	1024	439
908	8858255	210	151
909	8859665	4	2
910	8859695	3292	800
911	8876644	794	428
912	8881390	14	10
913	8881487	73	41
914	8881968	161	88
915	8882979	1264	258
916	8889088	32	20
917	8889306	94	70
918	8889933	11	9
919	8890021	399	127
920	8892245	19	14
921	8892377	200	76
922	8893577	202	97
923	8894773	22	11
924	8894928	1986	980
925	8906111	983	469
926	8912075	43	23
927	8912353	70	46
928	8912823	168	85
929	8913874	96	56
930	8914473	1398	524
931	8922309	2521	881
932	8936082	70	51
933	8936576	213	180
934	8937945	29	17
935	8938158	7	3
936	8938205	112	62
937	8938894	2	2
938	8938912	53	28
939	8939257	2595	454
940	8951841	371	165
941	8954024	587	177
942	8957376	2	2
943	8957394	562	241
944	8960884	2	2
945	8960902	22755	935
946	9067906	35	25
947	9068157	356	224
948	9070446	157	50
949	9071369	1088	515
950	9077978	253	109
951	9079528	4	2
952	9079558	759	347
953	9084212	42	24
954	9084506	7	5
955	9084561	3	3
956	9084588	1112	524
957	9091165	213	118
958	9092500	2	2
959	9092518	402	44
960	9094373	49	28
961	9094702	2	2
962	9094720	695	228
963	9098778	460	212
964	9101556	1131	558
965	9108505	1313	284
966	9115488	39	25
967	9115733	6	6
968	9115785	2	2
969	9115803	9	7
970	9115875	3	3
971	9115902	2	2
972	9115920	2	2
973	9115938	39	25
974	9116203	88	59
975	9116795	110	56
976	9117514	2	2
977	9117532	2	2
978	9117550	2	2
979	9117568	3	3
980	9117595	3	3
981	9117622	97	61
982	9118243	1423	402
983	9126207	64	47
984	9126675	23	16
985	9126854	34	28
986	9127093	3	3
987	9127121	52	24
988	9127442	2	2
989	9127460	5	5
990	9127505	2	2
991	9127523	26	21
992	9127711	2	2
993	9127729	2	2
994	9127747	2	2
995	9127765	2	2
996	9127783	9	5
997	9127848	20	11
998	9127999	12	12
999	9128095	63	36
1000	9128509	6	4
1001	9128552	61	46
1002	9128992	2127	782
1003	9141263	2	2
1004	9141282	2	2
1005	9141301	2	2
1006	9141320	101	48
1007	9141926	2	2
1008	9141945	2	2
1009	9141964	10	6
1010	9142034	469	247
1011	9144925	635	196
1012	9148674	603	388
1013	9151515	755	401
1014	9155730	2105	266
1015	9165133	1117	358
1016	9171259	4292	1038
1017	9193569	329	91
1018	9195485	26	15
1019	9195659	571	186
1020	9198986	426	80
1021	9201188	3476	674
1022	9219391	725	91
1023	9223040	502	222
1024	9226117	5	4
1025	9226159	1586	645
1026	9235110	406	250
1027	9237575	2770	639
1028	9252960	2	2
1029	9252976	386	173
1030	9255266	307	177
1031	9257179	40	34
1032	9257470	64	46
1033	9257890	22	19
1034	9258046	1091	297
1035	9264375	33	20
1036	9264605	55	34
1037	9264979	113	49
1038	9265687	309	138
1039	9267475	4	4
1040	9267511	515	161
1041	9270479	47	23
1042	9270761	4140	761
1043	9292958	4457	1337
1044	9317475	736	255
1045	9321800	102	60
1046	9322475	42	18
1047	9322741	83	59
1048	9323302	564	211
1049	9326604	23	11
1050	9326761	156	96
1051	9327739	1052	250
1052	9333429	3115	782
1053	9350522	22	16
1054	9350684	4	4
1055	9350713	72	27
1056	9351218	355	201
1057	9353428	152	67
1058	9354385	19	11
1059	9354518	1445	551
1060	9362814	117	92
1061	9363606	2238	762
1062	9375986	1239	291
1063	9382917	4	2
1064	9382947	10	2
1065	9383007	10146	1188
1066	9434458	725	138
1067	9438417	14	14
1068	9438530	642	217
1069	9442318	4	4
1070	9442353	13	13
1071	9442463	31	21
1072	9442672	9341	1184
1073	9489874	1888	475
1074	9500741	1016	218
1075	9506291	2314	594
1076	9519487	1512	328
1077	9527949	83	24
1078	9528486	265	157
1079	9530168	2125	594
1080	9542232	2602	929
1081	9557268	239	107
1082	9558769	948	282
1083	9564366	3334	917
1084	9582629	1443	547
1085	9590958	780	327
1086	9595629	1770	469
1087	9605261	2887	628
1088	9620535	579	269
1089	9624033	168	130
1090	9625141	948	316
1091	9630731	232	120
1092	9632254	3561	439
1093	9649923	395	189
1094	9652354	292	146
1095	9654185	1536	593
1096	9662812	803	274
1097	9667449	117	83
1098	9668252	194	102
1099	9669549	53	32
1100	9669898	6016	1143
1101	9702524	340	201
1102	9704625	28	18
1103	9704818	6	4
1104	9704866	34	24
1105	9705129	447	246
1106	9707921	673	283
1107	9711771	2929	772
1108	9727693	384	158
1109	9730059	204	128
1110	9731376	3158	637
1111	9746950	1834	371
1112	9756855	111	84
1113	9757612	478	119
1114	9760495	467	241
1115	9763382	579	249
1116	9766743	66	47
1117	9767216	6270	934
1118	9797346	1177	302
1119	9803873	2345	657
1120	9817155	386	138
1121	9819403	133	74
1122	9820283	3614	610
1123	9837950	489	196
1124	9840802	3268	1030
1125	9858829	2786	920
1126	9874716	1392	465
1127	9882374	1002	577
1128	9888487	322	184
1129	9890582	2	2
1130	9890600	80	44
1131	9891149	1842	604
1132	9900917	2364	691
1133	9913723	1757	599
1134	9924071	91	56
1135	9924659	3820	964
1136	9945759	3008	620
1137	9961055	2496	438
1138	9974491	29	24
1139	9974703	68	55
1140	9975169	395	189
1141	9977597	669	292
1142	9981576	25	11
1143	9981746	133	80
1144	9982599	343	134
1145	9984655	5200	1105
1146	10011698	24	10
1147	10011858	1710	546
1148	10021812	32	23
1149	10022049	266	112
1150	10023720	4	2
1151	10023750	519	304
1152	10027007	242	114
1153	10028572	384	163
1154	10030877	15	6
1155	10030978	8	8
1156	10031038	4	4
1157	10031075	801	372
1158	10035915	68	54
1159	10036402	288	186
1160	10038210	15	15
1161	10038329	171	109
1162	10039448	320	177
1163	10041439	1127	532
1164	10048269	36	31
1165	10048519	321	55
1166	10050057	607	220
1167	10053476	6	2
1168	10053518	212	145
1169	10054837	99	60
1170	10055464	19	7
1171	10055584	67	44
1172	10056049	278	131
1173	10057781	160	122
1174	10058845	1180	548
1175	10065605	648	349
1176	10069627	2941	1102
1177	10086011	1243	451
1178	10093147	3	3
1179	10093174	2	2
1180	10093192	41	26
1181	10093495	942	505
1182	10098951	5466	1592
1183	10127922	1534	215
1184	10135132	198	142
1185	10136420	46	30
1186	10136743	1451	691
1187	10145162	1637	368
1188	10154216	696	342
1189	10158542	269	177
1190	10160302	1912	172
1191	10170134	359	155
1192	10172369	426	234
1193	10174937	718	374
1194	10179313	65	36
1195	10179743	1426	584
1196	10187963	39	28
1197	10188249	5	5
1198	10188292	68	52
1199	10188777	13	9
1200	10188874	1025	493
1201	10194914	822	488
1202	10200076	517	296
1203	10203347	1083	519
1204	10209751	387	181
1205	10212215	576	123
1206	10215468	1005	420
1207	10221378	95	35
1208	10221956	5295	702
1209	10249281	43	32
1210	10249592	1861	272
1211	10259364	2244	250
1212	10271224	790	273
1213	10275887	2807	245
1214	10288588	4	4
1215	10288623	1479	305
1216	10296390	173	71
1217	10297528	288	102
1218	10299232	1128	437
1219	10305977	282	167
1220	10307807	349	114
1221	10309898	20	16
1222	10310051	767	341
1223	10314684	613	213
1224	10318030	9	8
1225	10318107	70	53
1226	10318593	55	44
1227	10318986	62	43
1228	10319427	6	6
1229	10319480	2	2
1230	10319498	11	4
1231	10319567	202	117
1232	10320867	278	136
1233	10322562	70	37
1234	10323036	4	3
1235	10323069	5	5
1236	10323112	11319	519
1237	10376192	213	106
1238	10377517	18	18
1239	10377654	71	54
1240	10378141	1105	394
1241	10384438	322	180
1242	10386433	181	108
1243	10387635	1538	565
1244	10396055	620	405
1245	10400023	404	266
1246	10402552	4	3
1247	10402584	209	151
1248	10403916	3095	1239
1249	10421542	1117	540
1250	10428254	6322	320
1251	10455235	91	52
1252	10455853	294	108
1253	10457680	3243	693
1254	10475524	138	103
1255	10476412	1227	205
1256	10482202	273	123
1257	10483937	17	9
1258	10484051	725	245
1259	10488218	1352	759
1260	10496105	1444	458
1261	10504299	14	13
1262	10504410	382	135
1263	10506781	858	223
1264	10511229	218	139
1265	10512697	3855	553
1266	10530500	10	8
1267	10530578	23	11
1268	10530723	1319	614
1269	10538528	271	183
1270	10540278	2519	465
1271	10552757	251	165
1272	10554429	22	17
1273	10554585	1148	431
1274	10561440	1190	249
1275	10567936	75	36
1276	10568443	1454	596
1277	10576773	777	263
1278	10581158	246	148
1279	10582734	1000	237
1280	10588116	2	2
1281	10588134	774	274
1282	10592608	239	117
1283	10594085	445	27
1284	10596523	6	5
1285	10596568	203	115
1286	10597862	555	273
1287	10601318	5	5
1288	10601362	2	2
1289	10601380	2099	693
1290	10612910	743	278
1291	10617263	727	225
1292	10621327	284	137
1293	10623106	81	53
1294	10623648	492	153
1295	10626432	608	297
1296	10630057	47	41
1297	10630407	904	382
1298	10635800	108	51
1299	10636471	249	77
1300	10637861	618	352
1301	10641787	190	120
1302	10643064	364	243
1303	10645388	742	493
1304	10649948	1300	355
1305	10657334	5	5
1306	10657380	338	238
1307	10659587	2	2
1308	10659605	95	62
1309	10660232	103	57
1310	10660895	297	140
1311	10662637	183	71
1312	10663717	610	311
1313	10667403	214	53
1314	10668558	41	28
1315	10668859	1210	683
1316	10676238	4500	1079
1317	10699892	539	183
1318	10703092	2564	451
1319	10717072	15	12
1320	10717181	597	194
